# seconds,temp_c,pressure_mbar,temp_from_pressure_c,depth_m,altitude_m,analog_0,analog_1,analog_2,analog_3
58.52,23.85,1039.60,25.58,0.26,-216.98,769,268,291,151
59.60,23.82,1039.60,25.57,0.26,-216.98,766,264,291,154
60.68,23.81,1039.50,25.57,0.26,-216.17,766,280,295,150
61.76,23.80,1040.00,25.57,0.27,-220.24,769,276,299,151
62.84,23.78,1039.70,25.56,0.26,-217.79,773,271,285,154
63.92,23.78,1039.80,25.56,0.27,-218.61,764,278,226,141
64.99,23.77,1039.50,25.55,0.26,-216.17,764,279,284,159
66.07,23.77,1039.80,25.54,0.27,-218.61,767,278,293,149
67.15,23.78,1039.30,25.54,0.26,-214.54,773,267,287,155
68.23,23.78,1039.60,25.53,0.26,-216.98,771,272,294,160
69.31,23.78,1039.40,25.52,0.26,-215.35,764,264,295,151
70.39,23.79,1039.80,25.52,0.27,-218.61,765,274,279,150
71.46,23.80,1039.80,25.51,0.27,-218.61,764,279,293,150
72.54,23.81,1039.30,25.51,0.26,-214.54,769,268,292,160
73.62,23.81,1039.20,25.50,0.26,-213.72,768,276,228,148
74.70,23.82,1039.30,25.49,0.26,-214.54,775,275,282,156
75.78,23.82,1039.00,25.49,0.26,-212.09,786,268,297,152
76.86,23.83,1039.60,25.48,0.26,-216.98,764,279,291,151
77.93,23.84,1039.50,25.48,0.26,-216.17,766,283,291,153
79.01,23.84,1039.30,25.47,0.26,-214.54,766,282,295,154
80.09,23.85,1039.40,25.47,0.26,-215.35,767,273,286,107
81.17,23.85,1039.50,25.47,0.26,-216.17,766,268,226,149
82.25,23.86,1039.60,25.46,0.26,-216.98,787,267,286,156
83.33,23.86,1039.40,25.46,0.26,-215.35,786,280,295,155
84.40,23.87,1039.60,25.46,0.26,-216.98,764,285,288,160
85.48,23.88,1039.30,25.45,0.26,-214.54,787,274,293,150
86.56,23.87,1039.10,25.45,0.26,-212.90,764,286,281,154
87.64,23.87,1039.60,25.45,0.26,-216.98,767,267,288,158
88.72,23.86,1039.40,25.45,0.26,-215.35,769,271,288,157
89.80,23.84,1039.30,25.44,0.26,-214.54,766,265,287,153
90.87,23.82,1039.40,25.44,0.26,-215.35,767,273,284,158
91.95,23.82,1039.70,25.44,0.26,-217.79,767,281,282,146
93.03,23.81,1038.90,25.44,0.26,-211.27,765,270,297,150
94.11,23.80,1039.90,25.43,0.27,-219.42,766,279,290,148
95.19,23.79,1039.50,25.43,0.26,-216.17,766,261,291,151
96.26,23.78,1039.20,25.43,0.26,-213.72,766,278,281,148
97.34,23.78,1039.50,25.42,0.26,-216.17,764,275,284,158
98.42,23.79,1039.80,25.42,0.27,-218.61,767,274,296,157
99.50,23.79,1039.70,25.42,0.26,-217.79,768,280,295,153
100.58,23.79,1039.40,25.42,0.26,-215.35,768,279,281,154
101.66,23.80,1039.30,25.41,0.26,-214.54,769,268,294,110
102.74,23.80,1039.20,25.41,0.26,-213.72,764,264,292,160
103.83,23.80,1039.70,25.41,0.26,-217.79,762,279,285,147
104.90,23.79,1039.50,25.40,0.26,-216.17,764,276,294,148
105.98,23.78,1038.90,25.40,0.26,-211.27,787,276,294,158
107.06,23.78,1039.70,25.40,0.26,-217.79,764,282,228,148
108.14,23.77,1039.00,25.39,0.26,-212.09,763,276,292,159
109.22,23.77,1039.30,25.39,0.26,-214.54,785,270,292,158
110.30,23.77,1040.00,25.39,0.27,-220.24,766,263,290,158
111.37,23.78,1039.40,25.38,0.26,-215.35,785,276,298,160
112.45,23.79,1039.50,25.38,0.26,-216.17,772,264,293,149
113.53,23.79,1039.20,25.38,0.26,-213.72,765,271,281,149
114.61,23.80,1039.60,25.38,0.26,-216.98,785,271,287,150
115.69,23.81,1039.40,25.37,0.26,-215.35,766,279,283,152
116.76,23.81,1039.50,25.37,0.26,-216.17,786,281,282,107
117.85,23.82,1039.80,25.36,0.27,-218.61,767,272,296,160
118.92,23.82,1039.80,25.36,0.27,-218.61,789,277,283,150
120.00,23.82,1039.70,25.36,0.26,-217.79,764,279,292,148
121.08,23.82,1039.40,25.36,0.26,-215.35,767,271,288,109
122.16,23.82,1039.90,25.36,0.27,-219.42,764,277,291,155
123.24,23.82,1039.40,25.35,0.26,-215.35,765,272,291,154
124.31,23.82,1039.30,25.35,0.26,-214.54,785,274,279,147
125.39,23.81,1039.30,25.35,0.26,-214.54,785,267,281,147
126.47,23.81,1039.70,25.35,0.26,-217.79,769,269,289,148
127.55,23.81,1039.30,25.35,0.26,-214.54,766,262,291,150
128.63,23.80,1039.30,25.34,0.26,-214.54,767,268,291,155
129.71,23.79,1039.00,25.34,0.26,-212.09,766,267,288,159
130.79,23.79,1039.90,25.34,0.27,-219.42,781,271,280,156
131.86,23.79,1039.30,25.34,0.26,-214.54,774,277,281,153
132.94,23.78,1039.50,25.34,0.26,-216.17,787,274,224,149
134.02,23.77,1039.30,25.33,0.26,-214.54,764,277,291,153
135.10,23.77,1040.00,25.33,0.27,-220.24,773,272,294,158
136.18,23.77,1039.60,25.33,0.26,-216.98,764,281,290,157
137.26,23.77,1039.40,25.33,0.26,-215.35,785,273,283,151
138.33,23.77,1039.50,25.32,0.26,-216.17,767,271,279,147
139.41,23.77,1039.10,25.32,0.26,-212.90,764,279,286,156
140.49,23.78,1039.90,25.32,0.27,-219.42,766,285,291,155
141.57,23.78,1039.50,25.32,0.26,-216.17,767,267,291,153
142.65,23.79,1039.30,25.31,0.26,-214.54,788,278,293,152
143.72,23.79,1039.80,25.31,0.27,-218.61,763,272,298,161
144.80,23.80,1039.30,25.31,0.26,-214.54,767,280,295,154
145.88,23.81,1039.30,25.31,0.26,-214.54,763,275,291,153
146.96,23.81,1039.50,25.31,0.26,-216.17,767,275,291,151
148.04,23.81,1039.20,25.31,0.26,-213.72,767,268,294,160
149.12,23.81,1039.00,25.30,0.26,-212.09,777,268,277,149
150.20,23.81,1039.00,25.30,0.26,-212.09,771,269,285,154
151.27,23.81,1038.90,25.30,0.26,-211.27,770,261,289,153
152.35,23.81,1039.60,25.30,0.26,-216.98,787,273,288,156
153.43,23.81,1039.30,25.30,0.26,-214.54,784,279,289,149
154.51,23.81,1039.70,25.30,0.26,-217.79,785,271,284,145
155.67,23.82,1039.70,25.30,0.26,-217.79,764,279,283,153
156.75,23.82,1039.60,25.29,0.26,-216.98,786,280,294,147
