# seconds,temp_c,pressure_mbar,temp_from_pressure_c,depth_m,altitude_m
315.61,24.01,1039.60,24.86,0.26,-216.98
316.69,24.02,1039.10,24.86,0.26,-212.90
317.76,24.02,1039.40,24.86,0.26,-215.35
318.84,24.03,1039.10,24.85,0.26,-212.90
319.91,24.03,1039.20,24.85,0.26,-213.72
320.99,24.02,1039.20,24.85,0.26,-213.72
322.06,24.02,1038.60,24.85,0.25,-208.83
323.14,24.03,1038.90,24.84,0.26,-211.27
324.21,24.03,1040.30,24.84,0.27,-222.68
325.29,24.02,1039.30,24.84,0.26,-214.54
326.36,24.02,1039.10,24.83,0.26,-212.90
327.44,24.01,1039.20,24.83,0.26,-213.72
328.52,24.00,1039.10,24.83,0.26,-212.90
329.59,23.99,1039.10,24.83,0.26,-212.90
330.67,23.98,1039.30,24.82,0.26,-214.54
331.74,23.97,1039.50,24.82,0.26,-216.17
332.82,23.95,1039.00,24.82,0.26,-212.09
333.89,23.95,1039.30,24.81,0.26,-214.54
334.96,23.95,1039.70,24.82,0.26,-217.79
336.04,23.95,1039.30,24.81,0.26,-214.54
337.12,23.96,1039.40,24.81,0.26,-215.35
338.19,23.97,1039.00,24.80,0.26,-212.09
339.27,23.98,1039.40,24.80,0.26,-215.35
340.34,23.98,1038.90,24.80,0.26,-211.27
341.42,23.97,1038.80,24.80,0.26,-210.46
342.49,23.97,1039.20,24.80,0.26,-213.72
343.57,23.96,1038.90,24.79,0.26,-211.27
344.64,23.96,1039.60,24.79,0.26,-216.98
345.72,23.94,1039.50,24.79,0.26,-216.17
346.79,23.94,1039.40,24.78,0.26,-215.35
347.87,23.94,1039.50,24.78,0.26,-216.17
348.96,23.94,1039.40,24.78,0.26,-215.35
350.03,23.94,1039.40,24.78,0.26,-215.35
351.11,23.94,1039.00,24.77,0.26,-212.09
352.19,23.93,1038.90,24.77,0.26,-211.27
353.26,23.91,1039.00,24.77,0.26,-212.09
354.34,23.91,1039.10,24.76,0.26,-212.90
355.41,23.91,1039.10,24.76,0.26,-212.90
356.49,23.91,1039.20,24.76,0.26,-213.72
357.56,23.92,1039.10,24.76,0.26,-212.90
358.64,23.91,1039.20,24.76,0.26,-213.72
359.71,23.92,1038.80,24.75,0.26,-210.46
360.79,23.93,1038.80,24.75,0.26,-210.46
361.86,23.93,1039.30,24.75,0.26,-214.54
362.94,23.94,1039.80,24.75,0.27,-218.61
364.01,23.94,1039.60,24.75,0.26,-216.98
365.09,23.95,1039.30,24.74,0.26,-214.54
366.16,23.96,1039.20,24.74,0.26,-213.72
367.24,23.95,1039.00,24.74,0.26,-212.09
368.31,23.95,1038.80,24.74,0.26,-210.46
369.39,23.94,1039.00,24.73,0.26,-212.09
370.46,23.94,1039.10,24.74,0.26,-212.90
371.54,23.95,1039.80,24.73,0.27,-218.61
372.61,23.95,1038.60,24.73,0.25,-208.83
373.69,23.96,1039.10,24.73,0.26,-212.90
374.76,23.97,1039.40,24.73,0.26,-215.35
375.84,23.97,1039.20,24.73,0.26,-213.72
376.91,23.98,1039.50,24.72,0.26,-216.17
377.99,23.99,1039.40,24.73,0.26,-215.35
379.07,24.00,1039.50,24.72,0.26,-216.17
380.14,24.00,1039.30,24.72,0.26,-214.54
381.22,24.01,1039.10,24.72,0.26,-212.90
382.29,24.01,1038.90,24.71,0.26,-211.27
383.37,24.01,1039.20,24.72,0.26,-213.72
384.44,24.01,1038.90,24.71,0.26,-211.27
385.52,24.00,1039.10,24.71,0.26,-212.90
386.59,23.97,1039.10,24.71,0.26,-212.90
387.67,23.94,1039.10,24.71,0.26,-212.90
388.74,23.94,1039.10,24.71,0.26,-212.90
389.82,23.94,1039.20,24.71,0.26,-213.72
390.89,23.94,1039.50,24.71,0.26,-216.17
391.97,23.93,1039.30,24.70,0.26,-214.54
393.05,23.89,1039.60,24.70,0.26,-216.98
394.12,23.88,1039.00,24.70,0.26,-212.09
395.20,23.84,1039.00,24.69,0.26,-212.09
396.27,23.81,1039.10,24.69,0.26,-212.90
397.35,23.77,1039.20,24.68,0.26,-213.72
398.42,23.72,1039.30,24.68,0.26,-214.54
399.49,23.68,1039.20,24.67,0.26,-213.72
400.57,23.64,1039.00,24.67,0.26,-212.09
401.64,23.59,1039.30,24.66,0.26,-214.54
402.72,23.53,1038.80,24.66,0.26,-210.46
403.80,23.49,1039.20,24.65,0.26,-213.72
404.87,23.44,1038.70,24.65,0.25,-209.64
405.94,23.42,1039.70,24.64,0.26,-217.79
407.02,23.39,1038.90,24.63,0.26,-211.27
408.09,23.38,1039.50,24.63,0.26,-216.17
409.17,23.37,1038.80,24.62,0.26,-210.46
410.24,23.36,1039.50,24.62,0.26,-216.17
411.32,23.36,1039.60,24.61,0.26,-216.98
412.39,23.36,1039.00,24.61,0.26,-212.09
413.47,23.36,1039.50,24.60,0.26,-216.17
414.55,23.36,1039.30,24.59,0.26,-214.54
415.63,23.36,1039.20,24.59,0.26,-213.72
416.71,23.37,1038.90,24.58,0.26,-211.27
417.79,23.38,1039.20,24.57,0.26,-213.72
418.86,23.38,1039.00,24.57,0.26,-212.09
419.94,23.40,1039.10,24.56,0.26,-212.90
421.01,23.41,1038.80,24.56,0.26,-210.46
422.09,23.42,1039.10,24.56,0.26,-212.90
423.16,23.42,1039.10,24.56,0.26,-212.90
424.24,23.42,1038.90,24.55,0.26,-211.27
425.31,23.43,1038.90,24.55,0.26,-211.27
426.39,23.44,1039.10,24.55,0.26,-212.90
427.46,23.45,1038.70,24.54,0.25,-209.64
428.54,23.47,1039.40,24.54,0.26,-215.35
429.61,23.47,1039.60,24.54,0.26,-216.98
430.69,23.49,1039.30,24.54,0.26,-214.54
431.77,23.50,1038.90,24.53,0.26,-211.27
432.84,23.52,1038.70,24.53,0.25,-209.64
433.92,23.49,1038.60,24.53,0.25,-208.83
434.99,23.47,1038.80,24.53,0.26,-210.46
436.07,23.44,1039.00,24.52,0.26,-212.09
437.14,23.40,1038.80,24.52,0.26,-210.46
438.21,23.38,1038.90,24.52,0.26,-211.27
439.29,23.36,1039.40,24.51,0.26,-215.35
440.36,23.36,1038.70,24.51,0.25,-209.64
441.44,23.35,1039.00,24.51,0.26,-212.09
442.52,23.35,1038.60,24.50,0.25,-208.83
443.59,23.35,1039.50,24.49,0.26,-216.17
444.76,23.36,1039.10,24.49,0.26,-212.90
446.00,23.36,1038.70,24.49,0.25,-209.64
447.13,23.37,1039.00,24.49,0.26,-212.09
448.21,23.39,1039.00,24.48,0.26,-212.09
449.28,23.40,1039.70,24.47,0.26,-217.79
450.36,23.42,1039.50,24.47,0.26,-216.17
451.43,23.42,1039.00,24.47,0.26,-212.09
452.51,23.44,1039.00,24.47,0.26,-212.09
453.58,23.45,1039.50,24.46,0.26,-216.17
454.66,23.46,1039.40,24.46,0.26,-215.35
455.73,23.47,1038.90,24.46,0.26,-211.27
456.81,23.47,1038.80,24.46,0.26,-210.46
457.89,23.48,1039.10,24.46,0.26,-212.90
458.96,23.48,1038.80,24.46,0.26,-210.46
460.04,23.49,1039.20,24.46,0.26,-213.72
461.11,23.50,1039.00,24.46,0.26,-212.09
462.18,23.52,1039.10,24.46,0.26,-212.90
463.26,23.53,1039.20,24.45,0.26,-213.72
464.33,23.53,1039.70,24.45,0.26,-217.79
465.41,23.54,1039.40,24.45,0.26,-215.35
466.48,23.55,1038.60,24.45,0.25,-208.83
467.56,23.57,1039.30,24.45,0.26,-214.54
468.64,23.57,1038.50,24.45,0.25,-208.01
469.71,23.58,1039.60,24.45,0.26,-216.98
470.79,23.59,1039.10,24.45,0.26,-212.90
471.86,23.59,1038.80,24.45,0.26,-210.46
472.94,23.60,1039.20,24.45,0.26,-213.72
474.01,23.62,1039.40,24.45,0.26,-215.35
475.09,23.62,1039.10,24.45,0.26,-212.90
476.16,23.63,1039.20,24.45,0.26,-213.72
477.24,23.65,1038.50,24.45,0.25,-208.01
478.31,23.65,1038.90,24.45,0.26,-211.27
479.39,23.66,1038.70,24.46,0.25,-209.64
480.46,23.67,1038.80,24.46,0.26,-210.46
481.55,23.68,1039.00,24.45,0.26,-212.09
482.63,23.69,1039.40,24.46,0.26,-215.35
483.70,23.70,1038.90,24.46,0.26,-211.27
484.78,23.71,1038.90,24.46,0.26,-211.27
485.86,23.71,1039.10,24.46,0.26,-212.90
486.93,23.72,1039.50,24.46,0.26,-216.17
488.01,23.73,1039.50,24.46,0.26,-216.17
489.08,23.74,1039.10,24.46,0.26,-212.90
490.16,23.74,1039.30,24.47,0.26,-214.54
491.23,23.76,1039.40,24.47,0.26,-215.35
492.31,23.77,1038.70,24.46,0.25,-209.64
493.38,23.77,1038.90,24.47,0.26,-211.27
494.46,23.78,1038.90,24.47,0.26,-211.27
495.53,23.79,1038.90,24.47,0.26,-211.27
496.61,23.80,1038.60,24.48,0.25,-208.83
497.68,23.80,1039.10,24.48,0.26,-212.90
498.76,23.81,1038.90,24.48,0.26,-211.27
499.83,23.82,1038.80,24.48,0.26,-210.46
500.91,23.82,1038.80,24.48,0.26,-210.46
501.98,23.83,1038.80,24.48,0.26,-210.46
503.06,23.84,1038.70,24.49,0.25,-209.64
504.13,23.85,1038.80,24.49,0.26,-210.46
505.21,23.85,1038.60,24.49,0.25,-208.83
506.28,23.86,1039.10,24.49,0.26,-212.90
507.36,23.88,1039.50,24.49,0.26,-216.17
508.43,23.88,1038.80,24.49,0.26,-210.46
509.51,23.88,1038.70,24.50,0.25,-209.64
510.58,23.88,1039.10,24.50,0.26,-212.90
511.66,23.89,1038.50,24.50,0.25,-208.01
512.74,23.90,1039.30,24.50,0.26,-214.54
513.81,23.90,1039.30,24.51,0.26,-214.54
514.89,23.91,1039.60,24.51,0.26,-216.98
515.96,23.91,1039.00,24.51,0.26,-212.09
517.04,23.92,1038.50,24.51,0.25,-208.01
518.11,23.92,1039.30,24.51,0.26,-214.54
519.19,23.93,1038.60,24.52,0.25,-208.83
520.26,23.94,1038.80,24.52,0.26,-210.46
521.34,23.94,1039.00,24.52,0.26,-212.09
522.41,23.94,1039.00,24.52,0.26,-212.09
523.49,23.94,1039.10,24.52,0.26,-212.90
524.56,23.94,1039.00,24.52,0.26,-212.09
525.64,23.94,1039.10,24.52,0.26,-212.90
526.72,23.95,1039.10,24.52,0.26,-212.90
527.79,23.96,1038.60,24.52,0.25,-208.83
528.86,23.97,1039.50,24.52,0.26,-216.17
529.94,23.97,1038.90,24.52,0.26,-211.27
531.02,23.97,1038.60,24.52,0.25,-208.83
532.09,23.98,1039.00,24.52,0.26,-212.09
533.16,23.99,1038.90,24.52,0.26,-211.27
534.24,23.99,1039.10,24.52,0.26,-212.90
535.32,24.00,1038.80,24.53,0.26,-210.46
536.39,24.00,1038.60,24.53,0.25,-208.83
537.47,24.00,1039.40,24.53,0.26,-215.35
538.54,24.00,1038.90,24.54,0.26,-211.27
539.62,24.01,1038.50,24.54,0.25,-208.01
540.69,24.01,1039.20,24.54,0.26,-213.72
541.77,24.02,1039.10,24.54,0.26,-212.90
542.84,24.02,1039.00,24.54,0.26,-212.09
543.92,24.02,1038.80,24.55,0.26,-210.46
544.99,24.03,1039.20,24.55,0.26,-213.72
546.07,24.02,1038.50,24.55,0.25,-208.01
547.16,24.00,1039.00,24.55,0.26,-212.09
548.23,23.99,1039.10,24.55,0.26,-212.90
549.30,23.95,1039.20,24.55,0.26,-213.72
550.38,23.94,1038.70,24.55,0.25,-209.64
551.46,23.94,1038.90,24.55,0.26,-211.27
552.53,23.94,1038.80,24.56,0.26,-210.46
553.61,23.93,1039.30,24.55,0.26,-214.54
554.68,23.91,1038.90,24.55,0.26,-211.27
555.76,23.91,1038.90,24.55,0.26,-211.27
556.83,23.89,1039.00,24.55,0.26,-212.09
557.91,23.88,1038.50,24.55,0.25,-208.01
558.98,23.88,1039.50,24.55,0.26,-216.17
560.06,23.88,1039.20,24.55,0.26,-213.72
561.13,23.89,1038.90,24.55,0.26,-211.27
562.21,23.90,1039.20,24.55,0.26,-213.72
563.28,23.90,1038.70,24.55,0.25,-209.64
564.36,23.90,1039.00,24.54,0.26,-212.09
565.44,23.91,1038.90,24.55,0.26,-211.27
566.51,23.92,1039.40,24.54,0.26,-215.35
567.59,23.93,1038.90,24.55,0.26,-211.27
568.66,23.94,1039.00,24.55,0.26,-212.09
569.74,23.94,1039.00,24.55,0.26,-212.09
570.81,23.95,1038.90,24.55,0.26,-211.27
571.89,23.95,1038.80,24.55,0.26,-210.46
572.96,23.96,1038.60,24.55,0.25,-208.83
574.04,23.97,1038.90,24.55,0.26,-211.27
575.11,23.98,1039.80,24.55,0.27,-218.61
576.19,23.98,1039.10,24.56,0.26,-212.90
577.26,23.99,1038.80,24.56,0.26,-210.46
578.34,24.00,1038.90,24.56,0.26,-211.27
579.41,24.00,1039.20,24.56,0.26,-213.72
580.49,24.01,1038.90,24.57,0.26,-211.27
581.56,24.02,1038.90,24.57,0.26,-211.27
582.64,24.03,1038.90,24.57,0.26,-211.27
583.71,24.03,1039.00,24.57,0.26,-212.09
584.79,24.04,1038.40,24.57,0.25,-207.20
585.86,24.05,1038.80,24.57,0.26,-210.46
586.94,24.05,1039.20,24.57,0.26,-213.72
588.01,24.05,1039.50,24.58,0.26,-216.17
589.09,24.06,1039.10,24.58,0.26,-212.90
590.16,24.06,1038.40,24.58,0.25,-207.20
591.24,24.07,1039.20,24.59,0.26,-213.72
592.32,24.08,1038.50,24.59,0.25,-208.01
593.39,24.08,1039.10,24.59,0.26,-212.90
594.47,24.09,1038.90,24.59,0.26,-211.27
595.54,24.09,1038.80,24.59,0.26,-210.46
596.62,24.10,1039.30,24.60,0.26,-214.54
597.69,24.10,1038.80,24.60,0.26,-210.46
598.77,24.11,1039.10,24.60,0.26,-212.90
599.84,24.11,1039.20,24.60,0.26,-213.72
600.92,24.11,1039.30,24.61,0.26,-214.54
