80495,28.79,1039.50,29.56,0.26,-216.17
81563,28.78,1040.10,29.57,0.27,-221.05
82631,28.79,1039.50,29.57,0.26,-216.17
83699,28.79,1039.90,29.57,0.27,-219.42
84767,28.78,1040.00,29.58,0.27,-220.24
85835,28.79,1039.90,29.58,0.27,-219.42
86899,28.79,1039.70,29.58,0.26,-217.79
87967,28.79,1039.40,29.58,0.26,-215.35
89035,28.79,1039.90,29.59,0.27,-219.42
90104,28.79,1039.50,29.59,0.26,-216.17
91173,28.78,1040.00,29.59,0.27,-220.24
92241,28.78,1040.00,29.59,0.27,-220.24
93309,28.78,1040.00,29.60,0.27,-220.24
94377,28.78,1039.80,29.60,0.27,-218.61
95446,28.78,1039.70,29.60,0.26,-217.79
96514,28.78,1039.60,29.61,0.26,-216.98
97582,28.78,1039.90,29.61,0.27,-219.42
98650,28.78,1040.30,29.61,0.27,-222.68
99721,28.78,1039.60,29.61,0.26,-216.98
100805,28.79,1039.80,29.61,0.27,-218.61
101873,28.79,1040.10,29.62,0.27,-221.05
102941,28.79,1039.60,29.62,0.26,-216.98
104009,28.79,1039.70,29.62,0.26,-217.79
105077,28.79,1039.90,29.63,0.27,-219.42
106146,28.79,1039.70,29.63,0.26,-217.79
107214,28.79,1039.60,29.63,0.26,-216.98
108282,28.79,1039.70,29.64,0.26,-217.79
109351,28.79,1039.50,29.64,0.26,-216.17
110419,28.79,1040.20,29.64,0.27,-221.87
111488,28.80,1040.00,29.64,0.27,-220.24
112556,28.79,1040.00,29.65,0.27,-220.24
113627,28.79,1039.90,29.65,0.27,-219.42
114770,28.80,1040.10,29.65,0.27,-221.05
115838,28.79,1040.10,29.65,0.27,-221.05
116906,28.79,1039.70,29.65,0.26,-217.79
117974,28.80,1039.90,29.66,0.27,-219.42
119042,28.80,1040.40,29.66,0.27,-223.50
120110,28.80,1039.50,29.66,0.26,-216.17
121178,28.80,1040.20,29.67,0.27,-221.87
122246,28.80,1039.80,29.68,0.27,-218.61
123314,28.80,1040.30,29.68,0.27,-222.68
124382,28.79,1039.90,29.68,0.27,-219.42
125450,28.80,1040.30,29.68,0.27,-222.68
126521,28.79,1039.90,29.68,0.27,-219.42
127589,28.79,1040.30,29.68,0.27,-222.68
128657,28.79,1040.00,29.69,0.27,-220.24
129725,28.79,1040.20,29.69,0.27,-221.87
130793,28.79,1039.80,29.69,0.27,-218.61
131861,28.79,1040.20,29.69,0.27,-221.87
132930,28.79,1039.80,29.69,0.27,-218.61
133998,28.79,1039.80,29.70,0.27,-218.61
135066,28.78,1040.00,29.70,0.27,-220.24
136135,28.78,1040.10,29.70,0.27,-221.05
137203,28.78,1039.80,29.70,0.27,-218.61
138272,28.78,1039.80,29.70,0.27,-218.61
139340,28.78,1039.80,29.71,0.27,-218.61
140411,28.78,1039.90,29.71,0.27,-219.42
141479,28.78,1040.20,29.71,0.27,-221.87
142548,28.78,1039.50,29.71,0.26,-216.17
143616,28.78,1040.30,29.71,0.27,-222.68
144684,28.78,1039.90,29.72,0.27,-219.42
145752,28.78,1040.20,29.72,0.27,-221.87
146820,28.78,1039.40,29.72,0.26,-215.35
147888,28.78,1039.60,29.72,0.26,-216.98
148956,28.78,1040.40,29.72,0.27,-223.50
150024,28.79,1039.90,29.73,0.27,-219.42
151092,28.79,1039.70,29.73,0.26,-217.79
152160,28.78,1039.80,29.73,0.27,-218.61
153231,28.78,1040.00,29.73,0.27,-220.24
154299,28.79,1039.80,29.73,0.27,-218.61
155367,28.79,1039.70,29.73,0.26,-217.79
156435,28.79,1039.90,29.74,0.27,-219.42
157504,28.79,1040.20,29.74,0.27,-221.87
158572,28.79,1040.60,29.74,0.27,-225.13
159640,28.79,1039.60,29.74,0.26,-216.98
160709,28.80,1040.30,29.75,0.27,-222.68
161777,28.80,1040.20,29.75,0.27,-221.87
162845,28.80,1040.20,29.75,0.27,-221.87
163913,28.80,1040.00,29.76,0.27,-220.24
164981,28.80,1040.10,29.76,0.27,-221.05
166058,28.80,1040.10,29.76,0.27,-221.05
167135,28.80,1039.50,29.76,0.26,-216.17
168203,28.80,1039.90,29.76,0.27,-219.42
169271,28.80,1039.60,29.77,0.26,-216.98
170340,28.80,1039.80,29.77,0.27,-218.61
171408,28.80,1039.80,29.77,0.27,-218.61
172476,28.80,1040.10,29.77,0.27,-221.05
173544,28.80,1039.90,29.78,0.27,-219.42
174612,28.80,1040.10,29.78,0.27,-221.05
175680,28.80,1040.00,29.78,0.27,-220.24
176748,28.80,1040.10,29.78,0.27,-221.05
177816,28.80,1040.00,29.78,0.27,-220.24
178884,28.80,1040.20,29.78,0.27,-221.87
179956,28.80,1040.20,29.79,0.27,-221.87
181024,28.80,1039.90,29.79,0.27,-219.42
182093,28.80,1040.30,29.79,0.27,-222.68
183161,28.80,1040.10,29.79,0.27,-221.05
184229,28.80,1040.10,29.80,0.27,-221.05
185297,28.80,1040.40,29.80,0.27,-223.50
186365,28.79,1040.20,29.80,0.27,-221.87
187433,28.79,1040.00,29.80,0.27,-220.24
188502,28.79,1039.60,29.80,0.26,-216.98
189571,28.79,1040.30,29.80,0.27,-222.68
190639,28.79,1039.60,29.80,0.26,-216.98
191707,28.79,1040.10,29.80,0.27,-221.05
192775,28.79,1039.60,29.81,0.26,-216.98
193846,28.79,1040.50,29.81,0.27,-224.31
194914,28.79,1040.20,29.81,0.27,-221.87
195982,28.79,1040.40,29.81,0.27,-223.50
197050,28.79,1039.90,29.81,0.27,-219.42
198118,28.78,1040.20,29.82,0.27,-221.87
199187,28.78,1039.70,29.82,0.26,-217.79
200255,28.78,1040.50,29.82,0.27,-224.31
201323,28.78,1040.20,29.82,0.27,-221.87
202391,28.78,1040.20,29.83,0.27,-221.87
203459,28.78,1039.90,29.83,0.27,-219.42
204527,28.78,1040.00,29.83,0.27,-220.24
205595,28.78,1040.00,29.83,0.27,-220.24
206666,28.78,1040.10,29.84,0.27,-221.05
207734,28.78,1039.80,29.84,0.27,-218.61
208802,28.78,1040.10,29.84,0.27,-221.05
209870,28.78,1040.10,29.84,0.27,-221.05
210938,28.79,1039.50,29.85,0.26,-216.17
212006,28.79,1039.80,29.85,0.27,-218.61
213074,28.79,1040.30,29.85,0.27,-222.68
214142,28.79,1040.10,29.86,0.27,-221.05
215210,28.79,1040.40,29.86,0.27,-223.50
216279,28.79,1040.50,29.86,0.27,-224.31
217347,28.79,1040.40,29.87,0.27,-223.50
218415,28.80,1040.20,29.87,0.27,-221.87
219483,28.80,1040.10,29.87,0.27,-221.05
220554,28.80,1039.90,29.88,0.27,-219.42
221622,28.80,1040.30,29.88,0.27,-222.68
222690,28.80,1039.80,29.88,0.27,-218.61
223758,28.80,1039.80,29.89,0.27,-218.61
224826,28.81,1040.00,29.89,0.27,-220.24
225894,28.81,1040.20,29.89,0.27,-221.87
226962,28.81,1040.00,29.89,0.27,-220.24
228030,28.81,1040.00,29.90,0.27,-220.24
229534,28.81,1040.00,29.90,0.27,-220.24
230605,28.81,1039.90,29.90,0.27,-219.42
231682,28.81,1040.30,29.91,0.27,-222.68
232756,28.81,1039.50,29.91,0.26,-216.17
233827,28.81,1040.10,29.91,0.27,-221.05
234895,28.81,1040.70,29.92,0.27,-225.94
235963,28.82,1039.80,29.92,0.27,-218.61
237469,28.82,1040.20,29.92,0.27,-221.87
238540,28.81,1040.10,29.92,0.27,-221.05
239608,28.81,1040.30,29.93,0.27,-222.68
240676,28.81,1039.70,29.93,0.26,-217.79
241745,28.81,1040.00,29.93,0.27,-220.24
242813,28.81,1039.70,29.93,0.26,-217.79
243882,28.81,1039.50,29.93,0.26,-216.17
244951,28.81,1039.90,29.94,0.27,-219.42
246458,28.80,1039.90,29.94,0.27,-219.42
247529,28.81,1040.00,29.94,0.27,-220.24
248600,28.80,1040.10,29.94,0.27,-221.05
249668,28.80,1040.30,29.95,0.27,-222.68
250736,28.80,1040.20,29.95,0.27,-221.87
251804,28.80,1040.00,29.95,0.27,-220.24
253314,28.79,1039.90,29.95,0.27,-219.42
254385,28.79,1040.40,29.95,0.27,-223.50
255453,28.79,1039.70,29.95,0.26,-217.79
256521,28.78,1039.90,29.96,0.27,-219.42
257590,28.78,1040.00,29.96,0.27,-220.24
258658,28.78,1040.00,29.96,0.27,-220.24
259726,28.78,1040.00,29.96,0.27,-220.24
260795,28.77,1040.20,29.96,0.27,-221.87
261866,28.78,1040.60,29.96,0.27,-225.13
262934,28.78,1039.70,29.97,0.26,-217.79
264002,28.77,1040.30,29.96,0.27,-222.68
265070,28.77,1039.90,29.97,0.27,-219.42
266138,28.78,1040.30,29.97,0.27,-222.68
267206,28.78,1040.00,29.97,0.27,-220.24
268274,28.78,1039.80,29.97,0.27,-218.61
269342,28.77,1040.20,29.97,0.27,-221.87
270410,28.78,1040.20,29.97,0.27,-221.87
271478,28.78,1040.40,29.98,0.27,-223.50
272547,28.78,1039.60,29.98,0.26,-216.98
273615,28.78,1039.80,29.98,0.27,-218.61
274683,28.78,1040.30,29.98,0.27,-222.68
275828,28.78,1039.90,29.98,0.27,-219.42
276896,28.78,1040.10,29.98,0.27,-221.05
