# seconds,temp_c,pressure_mbar,temp_from_pressure_c,depth_m,altitude_m,analog_0,analog_1,analog_2,analog_3
46.67,23.47,1039.30,24.71,0.26,-214.54,766,260,292,156
47.75,23.49,1039.30,24.71,0.26,-214.54,770,262,277,151
48.83,23.51,1039.20,24.70,0.26,-213.72,765,274,226,149
50.64,23.52,1039.20,24.70,0.26,-213.72,769,273,289,149
51.72,23.53,1038.60,24.70,0.25,-208.83,768,279,283,147
52.80,23.54,1039.20,24.70,0.26,-213.72,785,278,293,149
53.88,23.55,1039.90,24.69,0.27,-219.42,766,276,294,158
54.95,23.57,1039.00,24.69,0.26,-212.09,769,264,292,159
56.03,23.58,1039.30,24.69,0.26,-214.54,766,274,281,153
57.11,23.58,1039.40,24.69,0.26,-215.35,766,278,227,142
58.19,23.59,1039.30,24.69,0.26,-214.54,772,263,282,106
59.26,23.59,1039.90,24.69,0.27,-219.42,767,265,280,158
60.35,23.59,1039.20,24.69,0.26,-213.72,771,267,278,105
61.42,23.59,1039.40,24.69,0.26,-215.35,766,278,293,149
62.58,23.60,1039.20,24.69,0.26,-213.72,768,274,291,154
63.66,23.61,1039.30,24.69,0.26,-214.54,766,283,285,153
64.74,23.62,1039.50,24.69,0.26,-216.17,767,265,283,154
65.82,23.62,1039.30,24.69,0.26,-214.54,766,263,289,151
66.89,23.64,1039.60,24.69,0.26,-216.98,766,263,283,152
67.97,23.65,1039.60,24.69,0.26,-216.98,766,259,281,153
69.05,23.65,1039.40,24.69,0.26,-215.35,769,272,295,152
70.13,23.66,1039.40,24.69,0.26,-215.35,767,264,293,154
71.20,23.67,1038.60,24.69,0.25,-208.83,767,267,282,144
72.28,23.69,1038.90,24.69,0.26,-211.27,766,260,297,148
73.37,23.69,1039.00,24.69,0.26,-212.09,768,274,292,154
74.45,23.70,1039.90,24.69,0.27,-219.42,764,276,292,158
75.52,23.71,1039.20,24.69,0.26,-213.72,764,282,298,158
76.60,23.71,1039.70,24.69,0.26,-217.79,764,279,288,156
77.68,23.70,1039.40,24.69,0.26,-215.35,766,261,279,152
78.75,23.70,1038.80,24.69,0.26,-210.46,771,272,294,157
79.83,23.71,1039.30,24.69,0.26,-214.54,764,275,291,153
80.91,23.71,1039.40,24.69,0.26,-215.35,764,280,295,151
81.99,23.71,1039.00,24.69,0.26,-212.09,765,269,284,158
83.07,23.71,1039.40,24.69,0.26,-215.35,786,282,278,154
84.14,23.71,1039.00,24.69,0.26,-212.09,764,262,293,154
85.22,23.71,1039.60,24.68,0.26,-216.98,766,277,290,156
86.30,23.72,1039.50,24.68,0.26,-216.17,764,275,285,149
87.37,23.73,1039.00,24.68,0.26,-212.09,772,277,291,154
88.45,23.73,1039.60,24.68,0.26,-216.98,772,263,280,154
89.53,23.73,1039.40,24.67,0.26,-215.35,769,274,227,140
91.33,23.74,1039.90,24.67,0.27,-219.42,771,271,286,155
92.41,23.74,1038.60,24.68,0.25,-208.83,775,270,294,106
93.49,23.74,1038.90,24.67,0.26,-211.27,767,265,281,147
94.99,23.75,1039.30,24.67,0.26,-214.54,768,274,293,150
96.07,23.75,1039.30,24.67,0.26,-214.54,785,274,279,151
97.15,23.74,1039.00,24.67,0.26,-212.09,787,275,284,154
98.22,23.74,1039.40,24.66,0.26,-215.35,764,274,227,140
99.30,23.75,1039.20,24.67,0.26,-213.72,773,268,294,158
100.38,23.73,1039.00,24.66,0.26,-212.09,786,277,285,146
101.46,23.73,1039.30,24.66,0.26,-214.54,766,278,296,155
102.54,23.73,1039.40,24.66,0.26,-215.35,775,266,221,144
103.61,23.73,1039.20,24.65,0.26,-213.72,766,278,226,97
104.69,23.73,1039.50,24.65,0.26,-216.17,787,269,288,157
105.77,23.73,1039.30,24.65,0.26,-214.54,764,275,287,146
106.84,23.74,1038.50,24.64,0.25,-208.01,766,278,297,153
107.92,23.75,1039.20,24.64,0.26,-213.72,766,275,280,146
109.00,23.75,1039.20,24.64,0.26,-213.72,766,266,291,153
110.08,23.75,1039.30,24.64,0.26,-214.54,786,283,288,158
111.15,23.76,1039.30,24.63,0.26,-214.54,768,278,227,139
112.23,23.76,1039.60,24.63,0.26,-216.98,773,272,291,154
113.31,23.77,1039.30,24.63,0.26,-214.54,766,275,288,157
114.39,23.77,1039.60,24.63,0.26,-216.98,767,265,288,155
115.46,23.77,1038.80,24.63,0.26,-210.46,763,266,225,146
116.54,23.77,1039.40,24.62,0.26,-215.35,766,278,293,152
117.62,23.78,1039.40,24.62,0.26,-215.35,764,273,290,155
118.69,23.78,1039.60,24.62,0.26,-216.98,764,278,279,148
119.77,23.79,1039.30,24.62,0.26,-214.54,764,264,292,157
120.85,23.79,1039.10,24.62,0.26,-212.90,766,277,284,155
121.93,23.80,1039.00,24.62,0.26,-212.09,763,270,278,105
123.00,23.80,1039.10,24.62,0.26,-212.90,764,281,290,157
124.08,23.81,1039.40,24.62,0.26,-215.35,771,266,290,155
125.16,23.81,1039.40,24.62,0.26,-215.35,767,269,287,145
126.24,23.82,1039.50,24.62,0.26,-216.17,763,272,291,155
127.31,23.82,1039.50,24.62,0.26,-216.17,766,310,319,154
