30377,28.70,1039.50,29.11,0.26,-216.17
30377,28.70,1039.70,29.11,0.26,-217.79
30377,28.70,1039.60,29.11,0.26,-216.98
30377,28.70,1039.50,29.12,0.26,-216.17
30377,28.69,1039.80,29.12,0.27,-218.61
30377,28.69,1039.40,29.12,0.26,-215.35
30377,28.69,1040.20,29.12,0.27,-221.87
30377,28.68,1039.40,29.12,0.26,-215.35
30377,28.69,1039.60,29.13,0.26,-216.98
30377,28.68,1039.70,29.13,0.26,-217.79
30377,28.69,1039.70,29.13,0.26,-217.79
30377,28.69,1040.20,29.14,0.27,-221.87
30377,28.69,1039.60,29.14,0.26,-216.98
30377,28.69,1040.10,29.14,0.27,-221.05
30377,28.69,1039.80,29.15,0.27,-218.61
30377,28.69,1039.60,29.15,0.26,-216.98
30377,28.70,1039.30,29.15,0.26,-214.54
30377,28.70,1039.60,29.16,0.26,-216.98
30377,28.70,1039.70,29.16,0.26,-217.79
30377,28.70,1039.90,29.16,0.27,-219.42
30377,28.70,1039.20,29.16,0.26,-213.72
30377,28.70,1039.20,29.17,0.26,-213.72
30377,28.70,1039.60,29.17,0.26,-216.98
30377,28.70,1039.60,29.17,0.26,-216.98
30377,28.71,1039.80,29.17,0.27,-218.61
30377,28.71,1039.80,29.18,0.27,-218.61
30377,28.72,1039.10,29.18,0.26,-212.90
30377,28.72,1040.00,29.19,0.27,-220.24
30377,28.71,1039.90,29.19,0.27,-219.42
30377,28.72,1040.00,29.19,0.27,-220.24
30377,28.71,1039.30,29.19,0.26,-214.54
30377,28.72,1039.70,29.20,0.26,-217.79
30377,28.72,1039.90,29.20,0.27,-219.42
30377,28.71,1039.80,29.20,0.27,-218.61
30377,28.71,1039.70,29.21,0.26,-217.79
30377,28.72,1039.60,29.21,0.26,-216.98
30377,28.72,1039.80,29.21,0.27,-218.61
30377,28.71,1040.00,29.22,0.27,-220.24
30377,28.72,1039.70,29.22,0.26,-217.79
30377,28.72,1039.60,29.22,0.26,-216.98
30377,28.72,1040.00,29.23,0.27,-220.24
30377,28.72,1040.20,29.23,0.27,-221.87
30377,28.72,1039.70,29.23,0.26,-217.79
30377,28.72,1039.60,29.24,0.26,-216.98
30377,28.72,1040.40,29.24,0.27,-223.50
30377,28.72,1040.10,29.24,0.27,-221.05
30377,28.72,1039.70,29.25,0.26,-217.79
30377,28.72,1039.80,29.25,0.27,-218.61
30377,28.72,1039.60,29.25,0.26,-216.98
30377,28.72,1039.90,29.26,0.27,-219.42
30377,28.72,1040.00,29.26,0.27,-220.24
30377,28.72,1039.90,29.26,0.27,-219.42
30377,28.72,1039.60,29.27,0.26,-216.98
30377,28.73,1039.60,29.27,0.26,-216.98
30377,28.73,1039.70,29.27,0.26,-217.79
30377,28.73,1039.60,29.27,0.26,-216.98
30377,28.73,1040.10,29.28,0.27,-221.05
30377,28.73,1039.20,29.28,0.26,-213.72
30377,28.73,1039.40,29.28,0.26,-215.35
30377,28.73,1039.80,29.29,0.27,-218.61
30377,28.73,1040.40,29.29,0.27,-223.50
30377,28.73,1039.80,29.29,0.27,-218.61
30377,28.73,1039.80,29.30,0.27,-218.61
30377,28.73,1040.00,29.30,0.27,-220.24
30377,28.73,1040.20,29.30,0.27,-221.87
30377,28.73,1039.30,29.31,0.26,-214.54
30377,28.73,1039.60,29.30,0.26,-216.98
30377,28.73,1039.60,29.31,0.26,-216.98
30377,28.73,1040.20,29.31,0.27,-221.87
30377,28.73,1039.80,29.31,0.27,-218.61
30377,28.73,1039.90,29.32,0.27,-219.42
30377,28.73,1039.30,29.32,0.26,-214.54
30377,28.73,1039.60,29.32,0.26,-216.98
