# seconds,temp_c,pressure_mbar,temp_from_pressure_c,depth_m,altitude_m
40.00,24.53,1039.30,24.91,0.26,-214.54
41.08,24.53,1039.10,24.92,0.26,-212.90
42.15,24.54,1039.60,24.92,0.26,-216.98
43.23,24.54,1039.70,24.92,0.26,-217.79
44.30,24.54,1039.00,24.92,0.26,-212.09
45.38,24.54,1039.40,24.92,0.26,-215.35
46.45,24.55,1039.60,24.93,0.26,-216.98
47.53,24.55,1039.60,24.93,0.26,-216.98
48.62,24.55,1039.10,24.93,0.26,-212.90
49.69,24.55,1039.20,24.93,0.26,-213.72
50.77,24.56,1038.70,24.93,0.25,-209.64
51.84,24.56,1039.00,24.93,0.26,-212.09
52.92,24.56,1039.10,24.93,0.26,-212.90
53.99,24.56,1039.20,24.94,0.26,-213.72
55.07,24.57,1039.20,24.94,0.26,-213.72
56.14,24.57,1039.00,24.94,0.26,-212.09
57.22,24.57,1039.80,24.94,0.27,-218.61
58.29,24.57,1039.50,24.94,0.26,-216.17
59.37,24.57,1038.90,24.95,0.26,-211.27
60.44,24.57,1039.00,24.95,0.26,-212.09
61.52,24.57,1039.10,24.95,0.26,-212.90
62.59,24.57,1039.90,24.95,0.27,-219.42
63.67,24.58,1039.40,24.95,0.26,-215.35
64.74,24.58,1039.40,24.96,0.26,-215.35
65.82,24.58,1039.20,24.95,0.26,-213.72
66.89,24.58,1039.90,24.96,0.27,-219.42
67.97,24.58,1039.50,24.96,0.26,-216.17
69.05,24.58,1039.80,24.96,0.27,-218.61
70.12,24.59,1039.30,24.96,0.26,-214.54
71.20,24.59,1039.40,24.97,0.26,-215.35
72.27,24.59,1039.40,24.97,0.26,-215.35
73.35,24.59,1039.30,24.97,0.26,-214.54
74.42,24.59,1039.30,24.97,0.26,-214.54
75.50,24.59,1039.50,24.98,0.26,-216.17
76.57,24.60,1039.40,24.97,0.26,-215.35
77.65,24.60,1038.80,24.98,0.26,-210.46
78.72,24.60,1039.40,24.98,0.26,-215.35
79.80,24.60,1039.00,24.98,0.26,-212.09
80.87,24.60,1039.40,24.98,0.26,-215.35
81.95,24.61,1039.00,24.98,0.26,-212.09
83.03,24.60,1039.20,24.98,0.26,-213.72
84.10,24.60,1039.10,24.98,0.26,-212.90
85.18,24.60,1039.10,24.99,0.26,-212.90
86.25,24.61,1039.40,24.99,0.26,-215.35
87.33,24.61,1039.40,24.99,0.26,-215.35
88.40,24.61,1039.70,24.99,0.26,-217.79
89.48,24.61,1039.90,24.99,0.27,-219.42
90.55,24.62,1039.50,24.99,0.26,-216.17
91.63,24.62,1039.10,24.99,0.26,-212.90
92.70,24.62,1040.00,24.99,0.27,-220.24
93.78,24.62,1039.50,24.99,0.26,-216.17
94.85,24.62,1039.70,25.00,0.26,-217.79
95.93,24.63,1039.10,25.00,0.26,-212.90
97.00,24.63,1039.70,25.00,0.26,-217.79
98.08,24.63,1039.10,25.00,0.26,-212.90
99.15,24.63,1039.50,25.00,0.26,-216.17
100.23,24.63,1039.10,25.00,0.26,-212.90
101.30,24.63,1039.60,25.00,0.26,-216.98
102.38,24.63,1038.90,25.01,0.26,-211.27
103.45,24.63,1039.70,25.01,0.26,-217.79
104.53,24.63,1039.50,25.01,0.26,-216.17
105.60,24.63,1039.30,25.01,0.26,-214.54
106.68,24.63,1039.40,25.02,0.26,-215.35
107.75,24.63,1039.20,25.02,0.26,-213.72
108.83,24.63,1039.40,25.02,0.26,-215.35
109.91,24.63,1039.20,25.02,0.26,-213.72
110.98,24.63,1039.20,25.02,0.26,-213.72
112.06,24.63,1038.80,25.02,0.26,-210.46
113.13,24.63,1039.30,25.02,0.26,-214.54
114.22,24.63,1039.30,25.02,0.26,-214.54
115.29,24.63,1039.70,25.03,0.26,-217.79
116.37,24.63,1039.20,25.03,0.26,-213.72
117.44,24.63,1039.20,25.03,0.26,-213.72
118.52,24.64,1039.20,25.03,0.26,-213.72
119.60,24.63,1039.40,25.03,0.26,-215.35
120.67,24.64,1039.50,25.03,0.26,-216.17
121.83,24.64,1039.40,25.03,0.26,-215.35
