# seconds,temp_c,pressure_mbar,temp_from_pressure_c,depth_m,altitude_m,analog_0,analog_1,analog_2,analog_3
79.11,775.46,-7930.60,-1095.42,-88.63,nan,847,268,457,142
80.19,775.46,-7930.10,-1095.41,-88.62,nan,848,276,368,175
81.27,775.46,-7929.70,-1095.38,-88.62,nan,851,279,303,164
82.35,775.46,-7929.70,-1095.37,-88.62,nan,849,268,301,165
83.43,775.51,-7930.10,-1095.37,-88.62,nan,852,274,296,168
84.50,775.56,-7929.40,-1095.35,-88.62,nan,853,272,294,118
85.58,775.56,-7929.00,-1095.34,-88.61,nan,853,271,275,160
86.66,775.62,-7928.90,-1095.31,-88.61,nan,848,284,282,165
87.74,775.62,-7929.00,-1095.31,-88.61,nan,848,281,276,164
88.82,775.67,-7928.50,-1095.28,-88.61,nan,849,271,268,163
89.89,775.72,-7928.40,-1095.28,-88.61,nan,850,284,280,165
90.97,775.72,-7928.30,-1095.26,-88.61,nan,853,270,254,159
92.05,775.77,-7928.10,-1095.26,-88.60,nan,847,270,220,157
93.13,775.87,-7928.00,-1095.24,-88.60,nan,847,277,277,157
94.21,775.87,-7927.60,-1095.22,-88.60,nan,853,270,296,167
95.29,775.92,-7927.40,-1095.20,-88.60,nan,867,269,275,155
96.36,775.92,-7927.60,-1095.20,-88.60,nan,847,275,269,158
97.44,775.97,-7922.10,-1094.95,-88.54,nan,852,280,296,92
98.52,776.02,-7922.00,-1094.96,-88.54,nan,848,277,260,152
99.60,776.02,-7920.90,-1094.90,-88.53,nan,844,294,241,151
100.68,776.02,-7919.90,-1094.85,-88.52,nan,848,285,290,156
101.76,776.02,-7921.10,-1094.90,-88.53,nan,847,302,319,152
102.84,776.07,-7921.00,-1094.88,-88.53,nan,854,277,284,160
103.91,776.07,-7920.60,-1094.86,-88.53,nan,845,268,294,159
104.99,776.07,-7921.50,-1094.90,-88.54,nan,848,278,291,147
106.07,776.07,-7921.40,-1094.90,-88.54,nan,869,280,295,150
107.15,776.07,-7925.80,-1095.07,-88.58,nan,850,250,267,146
108.23,776.07,-7925.90,-1095.07,-88.58,nan,848,276,289,156
109.30,776.07,-7925.70,-1095.05,-88.58,nan,855,479,457,214
110.39,776.07,-7926.00,-1095.05,-88.58,nan,848,316,331,193
111.46,776.07,-7925.80,-1095.05,-88.58,nan,856,271,279,148
112.54,776.12,-7925.20,-1095.01,-88.58,nan,845,296,307,154
113.63,776.17,-7925.10,-1094.99,-88.57,nan,869,243,251,145
114.71,776.12,-7924.60,-1094.98,-88.57,nan,848,171,194,149
115.79,776.17,-7924.70,-1094.96,-88.57,nan,844,315,319,155
116.86,776.17,-7924.40,-1094.95,-88.57,nan,871,278,229,139
117.94,776.22,-7923.90,-1094.91,-88.56,nan,848,281,287,153
119.02,776.22,-7923.90,-1094.88,-88.56,nan,854,292,303,152
120.10,776.22,-7922.50,-1094.84,-88.55,nan,852,196,221,154
121.18,776.22,-7922.30,-1094.83,-88.55,nan,845,287,298,156
122.26,776.27,-7922.40,-1094.81,-88.55,nan,847,262,287,153
123.34,ovf,-7922.80,-1094.80,-88.55,nan,862,255,267,148
124.41,ovf,-7922.40,-1094.78,-88.55,nan,849,259,280,155
125.49,ovf,-7921.60,-1094.75,-88.54,nan,847,257,274,154
126.57,ovf,36986596.00,-2273.69,366518.94,-282744.53,850,240,246,153
127.64,ovf,36986596.00,-2273.69,366518.94,-282744.53,862,280,228,148
128.73,ovf,36986596.00,-2273.69,366518.94,-282744.53,849,273,288,156
129.80,ovf,36986596.00,-2273.69,366518.94,-282744.53,853,270,285,153
130.88,ovf,36986596.00,-2273.69,366518.94,-282744.53,867,281,296,156
131.96,ovf,36986596.00,-2273.69,366518.94,-282744.53,869,285,300,117
133.04,ovf,36986596.00,-2273.69,366518.94,-282744.53,846,259,266,151
134.12,ovf,36986596.00,-2273.69,366518.94,-282744.53,847,272,297,149
135.19,ovf,36986596.00,-2273.69,366518.94,-282744.53,847,222,240,144
136.27,ovf,36986596.00,-2273.69,366518.94,-282744.53,868,308,272,138
137.35,ovf,36986596.00,-2273.69,366518.94,-282744.53,848,176,193,133
138.43,ovf,36986596.00,-2273.69,366518.94,-282744.53,866,157,255,160
139.51,ovf,36986596.00,-2273.69,366518.94,-282744.53,850,443,417,183
140.59,ovf,36986596.00,-2273.69,366518.94,-282744.53,851,275,293,152
141.66,ovf,36986596.00,-2273.69,366518.94,-282744.53,864,267,288,162
142.74,ovf,36986596.00,-2273.69,366518.94,-282744.53,851,266,290,143
143.82,ovf,7759.90,-1095.22,66.86,-20962.78,844,236,282,158
144.90,ovf,-7916.20,-1094.34,-88.49,nan,856,268,292,156
145.98,ovf,-7916.00,-1094.31,-88.48,nan,852,275,284,154
147.06,776.83,7679.40,-1095.13,66.06,-20833.39,860,301,293,156
148.13,776.83,-7915.10,-1094.26,-88.48,nan,856,300,306,170
149.21,776.83,-7914.70,-1094.23,-88.47,nan,845,255,262,150
150.29,776.83,-7914.70,-1094.22,-88.47,nan,848,272,283,144
151.37,776.83,-7914.30,-1094.18,-88.47,nan,850,389,370,162
152.45,776.78,-7914.00,-1094.17,-88.46,nan,849,216,290,161
153.52,776.78,-7914.10,-1094.16,-88.47,nan,845,280,296,173
154.61,776.73,-7913.50,-1094.13,-88.46,nan,847,260,292,154
155.68,776.73,-7912.90,-1094.11,-88.45,nan,868,299,290,155
156.76,776.78,-7913.10,-1094.09,-88.46,nan,848,236,271,154
157.84,776.73,-7912.80,-1094.07,-88.45,nan,849,677,649,637
158.92,776.73,-7912.50,-1094.05,-88.45,nan,849,241,272,177
160.00,776.73,-7912.20,-1094.03,-88.45,nan,866,297,294,152
161.07,776.78,-7911.80,-1094.02,-88.44,nan,866,147,190,149
162.15,776.78,-7911.60,-1093.99,-88.44,nan,847,258,212,165
163.23,776.78,-7911.20,-1093.97,-88.44,nan,845,251,276,161
164.31,776.78,-7910.80,-1093.94,-88.43,nan,846,389,361,141
165.39,776.78,-7911.10,-1093.94,-88.44,nan,869,357,291,121
166.47,776.78,-7911.10,-1093.93,-88.44,nan,845,280,279,146
167.54,776.78,-7910.50,-1093.92,-88.43,nan,869,284,304,154
168.62,776.78,-7910.40,-1093.90,-88.43,nan,847,292,313,153
169.70,776.78,-7910.40,-1093.88,-88.43,nan,848,344,343,169
170.78,776.78,-7909.90,-1093.86,-88.42,nan,870,261,268,148
171.86,776.73,-7909.90,-1093.86,-88.42,nan,850,277,292,152
172.94,776.73,-7909.30,-1093.83,-88.42,nan,870,284,291,147
174.02,776.68,-7909.00,-1093.81,-88.42,nan,844,270,289,154
175.09,776.68,-7909.50,-1093.82,-88.42,nan,867,211,237,153
176.17,776.73,-7909.50,-1093.81,-88.42,nan,846,240,254,156
177.25,776.68,-7908.40,-1093.77,-88.41,nan,850,326,341,153
178.34,776.68,-7908.80,-1093.77,-88.41,nan,863,325,323,149
179.42,776.68,-7908.00,-1093.74,-88.41,nan,868,263,257,144
180.50,776.68,-7908.60,-1093.75,-88.41,nan,851,220,250,187
181.58,776.63,-7908.30,-1093.75,-88.41,nan,848,152,187,154
182.65,776.63,-7908.30,-1093.73,-88.41,nan,851,270,228,144
183.73,776.58,-7907.70,-1093.69,-88.40,nan,850,874,396,438
184.81,776.58,-7905.30,-1093.58,-88.38,nan,847,153,173,142
185.89,776.53,-7907.30,-1093.69,-88.40,nan,844,269,310,159
186.97,776.48,-7906.80,-1093.66,-88.39,nan,846,179,199,144
188.04,776.48,-7907.20,-1093.68,-88.40,nan,845,237,262,148
189.12,776.43,-7905.70,-1093.60,-88.38,nan,847,341,264,178
190.20,776.48,-7903.40,-1093.50,-88.36,nan,844,670,495,188
191.28,776.48,-7903.30,-1093.49,-88.36,nan,849,341,301,141
192.36,776.53,-7904.50,-1093.54,-88.37,nan,865,247,254,100
193.44,776.58,-7903.10,-1093.47,-88.36,nan,848,255,265,149
194.52,776.63,-7903.20,-1093.45,-88.36,nan,847,237,264,155
195.59,776.63,-7903.10,-1093.47,-88.36,nan,849,234,254,104
196.67,776.68,-7903.00,-1093.45,-88.36,nan,850,251,274,154
197.75,776.68,-7902.70,-1093.43,-88.35,nan,845,262,287,148
198.83,776.73,-7903.10,-1093.45,-88.36,nan,845,267,281,147
199.91,776.73,-7902.60,-1093.43,-88.35,nan,845,259,278,156
200.99,776.78,-7902.40,-1093.40,-88.35,nan,848,252,272,142
202.07,776.78,-7902.30,-1093.39,-88.35,nan,846,310,330,160
203.14,776.78,-7902.60,-1093.42,-88.35,nan,851,284,302,156
204.22,776.83,-7903.70,-1093.45,-88.36,nan,845,269,287,380
205.30,776.78,-7904.20,-1093.46,-88.37,nan,867,272,283,151
206.38,776.88,-7903.90,-1093.45,-88.36,nan,850,276,222,96
207.46,776.88,-7903.90,-1093.45,-88.36,nan,855,266,273,143
208.53,776.93,-7903.70,-1093.43,-88.36,nan,847,266,221,141
209.61,776.98,-7903.40,-1093.42,-88.36,nan,855,270,287,146
210.69,776.98,-7903.60,-1093.43,-88.36,nan,844,274,293,153
211.77,776.98,-7903.10,-1093.41,-88.36,nan,851,272,289,146
212.85,776.98,-7903.10,-1093.39,-88.36,nan,848,277,285,146
213.93,777.03,-7903.40,-1093.39,-88.36,nan,844,271,279,151
215.00,777.03,-7903.20,-1093.37,-88.36,nan,845,274,228,145
216.08,776.98,-7903.10,-1093.37,-88.36,nan,856,280,289,152
217.16,776.93,-7902.60,-1093.35,-88.35,nan,845,271,279,151
218.24,776.98,-7902.80,-1093.34,-88.35,nan,847,277,280,152
219.32,776.98,-7902.70,-1093.34,-88.35,nan,845,266,288,159
220.40,776.98,-7902.50,-1093.33,-88.35,nan,848,277,289,149
221.48,776.98,-7902.30,-1093.31,-88.35,nan,847,268,290,107
222.55,776.98,-7902.20,-1093.30,-88.35,nan,852,285,281,147
223.63,776.98,-7901.50,-1093.28,-88.34,nan,848,274,225,142
224.71,776.98,-7901.90,-1093.28,-88.34,nan,853,274,279,145
225.79,776.93,-7902.40,-1093.30,-88.35,nan,845,272,295,146
226.87,776.98,-7901.90,-1093.28,-88.34,nan,866,262,290,153
227.95,776.98,-7901.90,-1093.28,-88.34,nan,850,283,281,146
229.02,776.93,-7901.60,-1093.26,-88.34,nan,846,262,289,148
230.10,776.98,-7901.10,-1093.24,-88.34,nan,846,278,292,145
231.18,776.98,-7901.50,-1093.26,-88.34,nan,846,260,224,147
232.26,776.98,-7901.20,-1093.24,-88.34,nan,847,275,279,146
233.34,776.98,-7901.60,-1093.24,-88.34,nan,844,278,291,145
234.41,776.98,-7901.10,-1093.22,-88.34,nan,845,273,284,152
235.49,776.93,-7901.30,-1093.24,-88.34,nan,844,277,289,149
236.57,776.93,-7901.20,-1093.23,-88.34,nan,846,277,281,148
237.65,776.93,-7900.90,-1093.22,-88.33,nan,848,277,283,144
238.73,776.98,-7900.80,-1093.21,-88.33,nan,845,268,289,152
239.81,776.93,-7900.40,-1093.19,-88.33,nan,868,280,296,159
240.88,776.93,-7900.70,-1093.21,-88.33,nan,868,263,278,151
241.96,776.93,-7901.10,-1093.20,-88.34,nan,851,275,280,151
243.05,776.88,-7900.90,-1093.19,-88.33,nan,844,277,286,154
244.13,776.88,-7900.50,-1093.19,-88.33,nan,845,265,283,146
245.21,776.83,-7900.20,-1093.18,-88.33,nan,847,265,284,153
246.29,776.83,-7900.70,-1093.18,-88.33,nan,845,265,277,147
247.37,776.83,-7900.30,-1093.17,-88.33,nan,847,271,279,146
248.45,776.83,-7900.00,-1093.17,-88.33,nan,846,262,289,151
249.52,776.88,-7900.70,-1093.16,-88.33,nan,850,278,225,143
250.60,776.83,-7900.50,-1093.16,-88.33,nan,848,276,290,156
251.68,776.83,-7899.90,-1093.15,-88.32,nan,850,281,284,156
252.76,776.83,-7900.30,-1093.14,-88.33,nan,848,275,284,144
253.84,776.78,-7900.10,-1093.14,-88.33,nan,845,268,293,144
254.92,776.78,-7899.80,-1093.13,-88.32,nan,848,276,279,151
255.99,776.73,-7899.70,-1093.13,-88.32,nan,864,275,281,149
257.07,776.68,-7900.00,-1093.13,-88.33,nan,846,262,275,146
258.15,776.68,-7900.10,-1093.13,-88.33,nan,844,278,290,157
259.23,776.68,-7899.20,-1093.09,-88.32,nan,844,262,288,157
260.31,776.68,-7899.40,-1093.09,-88.32,nan,852,263,281,145
261.39,776.68,-7899.70,-1093.11,-88.32,nan,849,279,284,152
262.46,776.68,-7899.50,-1093.09,-88.32,nan,845,273,286,153
263.54,776.73,-7899.20,-1093.07,-88.32,nan,865,269,284,155
264.62,776.73,-7898.70,-1093.08,-88.31,nan,852,274,290,155
265.70,776.73,-7899.30,-1093.07,-88.32,nan,847,266,288,155
266.78,776.78,-7899.30,-1093.07,-88.32,nan,852,280,293,149
267.86,776.73,-7898.60,-1093.05,-88.31,nan,845,272,278,153
268.93,776.73,-7899.00,-1093.07,-88.32,nan,853,272,293,149
270.01,776.73,-7898.60,-1093.04,-88.31,nan,844,275,289,148
271.09,776.73,-7898.70,-1093.04,-88.31,nan,850,283,280,154
272.17,776.73,-7898.50,-1093.03,-88.31,nan,847,267,278,152
273.25,776.73,-7898.10,-1093.02,-88.31,nan,853,275,280,155
274.33,776.78,-7898.30,-1093.02,-88.31,nan,853,265,287,150
275.40,776.78,-7898.40,-1093.02,-88.31,nan,851,274,295,149
276.48,776.73,-7898.40,-1093.02,-88.31,nan,867,272,288,154
277.56,776.73,-7898.10,-1093.02,-88.31,nan,846,277,281,144
278.64,776.68,-7898.40,-1092.99,-88.31,nan,847,270,293,149
279.72,776.63,-7897.60,-1092.98,-88.30,nan,852,279,285,149
280.80,776.63,-7898.20,-1092.99,-88.31,nan,865,274,290,155
281.87,776.63,-7897.90,-1092.97,-88.31,nan,848,376,387,235
283.04,776.63,-7897.30,-1092.94,-88.30,nan,847,265,282,156
284.28,776.68,-7897.50,-1092.96,-88.30,nan,864,278,223,144
285.49,776.68,-7897.10,-1092.94,-88.30,nan,854,274,224,146
286.57,776.73,-7897.10,-1092.94,-88.30,nan,868,275,289,146
287.64,776.73,-7896.50,-1092.92,-88.29,nan,850,280,294,146
288.72,776.78,-7896.90,-1092.92,-88.30,nan,848,280,290,153
289.80,776.83,-7896.50,-1092.90,-88.29,nan,847,266,292,154
290.88,776.88,-7897.00,-1092.92,-88.30,nan,845,265,277,149
291.96,776.93,-7896.70,-1092.90,-88.29,nan,847,279,282,152
293.04,776.98,-7896.40,-1092.88,-88.29,nan,844,274,291,145
294.12,777.03,-7895.90,-1092.87,-88.29,nan,848,274,223,141
295.19,777.08,-7896.00,-1092.86,-88.29,nan,845,272,291,151
296.27,777.13,-7896.00,-1092.86,-88.29,nan,864,281,290,155
297.35,777.19,-7895.90,-1092.85,-88.29,nan,851,268,276,154
298.43,777.24,-7896.10,-1092.85,-88.29,nan,850,275,282,143
299.51,777.29,-7895.90,-1092.84,-88.29,nan,862,257,283,143
300.58,777.34,-7895.50,-1092.83,-88.28,nan,851,275,281,144
301.67,777.39,-7895.30,-1092.81,-88.28,nan,850,278,224,148
302.74,777.39,-7895.40,-1092.79,-88.28,nan,847,268,290,105
303.82,777.44,-7895.30,-1092.79,-88.28,nan,849,271,281,151
304.90,777.44,-7895.10,-1092.79,-88.28,nan,853,275,280,105
305.98,777.44,-7895.50,-1092.79,-88.28,nan,848,276,278,153
307.05,777.49,-7895.20,-1092.79,-88.28,nan,844,274,291,148
308.13,777.49,-7894.70,-1092.77,-88.27,nan,853,274,226,146
309.22,777.49,-7894.80,-1092.77,-88.27,nan,846,277,280,155
310.30,777.44,-7894.70,-1092.77,-88.27,nan,844,274,290,153
311.38,777.44,-7894.90,-1092.75,-88.28,nan,855,274,292,155
312.46,777.44,-7894.90,-1092.75,-88.28,nan,843,268,277,145
313.54,777.44,-7894.40,-1092.74,-88.27,nan,865,270,222,146
314.62,777.44,-7894.70,-1092.74,-88.27,nan,867,269,287,144
315.69,777.44,-7894.60,-1092.73,-88.27,nan,864,262,288,153
316.77,777.49,-7895.20,-1092.75,-88.28,nan,847,266,291,153
317.85,777.49,-7894.30,-1092.73,-88.27,nan,867,275,289,153
318.93,777.49,-7894.20,-1092.74,-88.27,nan,847,269,280,153
320.01,777.49,-7894.60,-1092.75,-88.27,nan,864,275,284,153
321.09,777.49,-7894.80,-1092.75,-88.27,nan,849,270,294,155
322.17,777.54,-7894.20,-1092.73,-88.27,nan,854,265,285,146
323.24,777.54,-7894.00,-1092.72,-88.27,nan,848,279,281,150
324.32,777.49,-7894.50,-1092.74,-88.27,nan,847,267,286,155
325.40,777.49,-7894.60,-1092.73,-88.27,nan,847,273,282,152
326.48,777.44,-7894.40,-1092.73,-88.27,nan,845,271,287,146
327.55,777.44,-7894.60,-1092.73,-88.27,nan,847,273,291,145
328.63,777.44,-7894.10,-1092.72,-88.27,nan,847,266,292,157
329.71,777.44,-7894.20,-1092.72,-88.27,nan,844,274,224,137
330.79,777.44,-7894.40,-1092.73,-88.27,nan,847,269,285,146
331.87,777.49,-7894.40,-1092.73,-88.27,nan,865,267,285,149
332.95,777.49,-7894.70,-1092.73,-88.27,nan,869,264,288,152
334.03,777.49,-7894.50,-1092.73,-88.27,nan,844,278,293,147
335.10,777.49,-7894.50,-1092.73,-88.27,nan,845,263,282,151
336.18,777.49,-7894.40,-1092.71,-88.27,nan,846,274,291,145
337.26,777.49,-7894.00,-1092.72,-88.27,nan,851,268,292,155
338.34,777.49,-7894.10,-1092.71,-88.27,nan,852,279,289,148
339.42,777.54,-7894.30,-1092.72,-88.27,nan,864,261,278,151
340.50,777.54,-7894.40,-1092.71,-88.27,nan,852,279,290,153
341.58,777.54,-7893.90,-1092.70,-88.27,nan,854,283,290,154
342.65,777.54,-7894.20,-1092.72,-88.27,nan,845,272,290,104
343.73,777.54,-7894.20,-1092.71,-88.27,nan,845,275,285,150
344.81,777.59,-7894.10,-1092.71,-88.27,nan,847,271,285,152
345.89,777.54,-7894.10,-1092.71,-88.27,nan,844,276,227,141
346.96,777.54,-7893.90,-1092.70,-88.27,nan,848,276,289,152
348.05,777.44,-7894.50,-1092.72,-88.27,nan,845,269,281,151
349.12,777.49,-7894.10,-1092.71,-88.27,nan,845,264,287,149
350.20,777.44,-7894.50,-1092.73,-88.27,nan,847,263,284,143
351.28,777.44,-7894.10,-1092.70,-88.27,nan,850,275,282,153
352.36,777.44,-7893.90,-1092.71,-88.27,nan,846,262,288,153
353.44,777.49,-7894.60,-1092.73,-88.27,nan,845,273,287,150
354.51,777.49,-7894.10,-1092.71,-88.27,nan,850,280,293,150
355.59,777.49,-7894.50,-1092.73,-88.27,nan,849,274,289,150
356.67,777.49,-7894.00,-1092.72,-88.27,nan,844,281,283,148
357.75,777.49,-7894.40,-1092.72,-88.27,nan,857,270,290,155
359.59,777.49,-7894.50,-1092.73,-88.27,nan,864,261,286,154
361.00,777.49,-7894.30,-1092.72,-88.27,nan,845,265,280,105
362.42,777.49,-7894.60,-1092.73,-88.27,nan,846,259,286,153
363.83,777.54,-7894.20,-1092.72,-88.27,nan,855,269,282,154
364.91,777.54,-7894.20,-1092.72,-88.27,nan,850,259,285,149
365.99,777.54,-7894.50,-1092.72,-88.27,nan,846,275,287,148
367.06,777.54,-7894.10,-1092.72,-88.27,nan,844,274,276,153
368.14,777.54,-7894.00,-1092.71,-88.27,nan,868,275,285,152
369.22,777.54,-7894.70,-1092.73,-88.27,nan,847,271,285,143
370.30,777.54,-7894.60,-1092.73,-88.27,nan,844,277,282,105
371.38,777.54,-7894.20,-1092.72,-88.27,nan,847,266,225,139
372.46,777.49,-7894.20,-1092.72,-88.27,nan,845,265,287,142
373.54,777.49,-7894.40,-1092.73,-88.27,nan,851,273,289,145
374.61,777.49,-7894.10,-1092.72,-88.27,nan,846,281,281,146
375.70,777.49,-7894.40,-1092.73,-88.27,nan,846,277,288,154
376.78,777.44,-7894.20,-1092.71,-88.27,nan,844,260,224,145
377.86,777.44,-7894.00,-1092.72,-88.27,nan,845,271,284,153
378.94,777.44,-7894.30,-1092.73,-88.27,nan,849,275,288,152
380.02,777.44,-7894.70,-1092.74,-88.27,nan,844,274,292,156
381.10,777.49,-7894.40,-1092.73,-88.27,nan,866,263,277,146
382.17,777.49,-7894.50,-1092.73,-88.27,nan,855,272,293,147
383.25,777.49,-7894.40,-1092.73,-88.27,nan,851,270,222,97
384.33,777.49,-7894.30,-1092.74,-88.27,nan,868,278,291,146
385.41,777.49,-7894.50,-1092.73,-88.27,nan,851,272,277,145
386.49,777.49,-7894.50,-1092.74,-88.27,nan,855,266,290,155
387.57,777.49,-7894.50,-1092.73,-88.27,nan,852,276,294,154
388.64,777.44,-7894.20,-1092.72,-88.27,nan,847,269,281,148
389.72,777.49,-7894.50,-1092.73,-88.27,nan,845,271,284,152
390.80,777.44,-7894.30,-1092.72,-88.27,nan,864,277,282,154
391.88,777.44,-7894.50,-1092.73,-88.27,nan,850,275,288,153
392.96,777.44,-7894.20,-1092.72,-88.27,nan,846,261,285,149
394.04,777.44,-7894.00,-1092.72,-88.27,nan,850,259,284,155
395.12,777.44,-7894.70,-1092.75,-88.27,nan,846,261,280,152
396.19,777.39,-7894.60,-1092.75,-88.27,nan,844,273,282,154
397.27,777.39,-7894.80,-1092.75,-88.27,nan,846,258,221,142
398.35,777.39,-7894.50,-1092.73,-88.27,nan,846,259,281,143
399.43,777.29,-7894.60,-1092.74,-88.27,nan,844,275,284,155
400.51,777.24,-7895.20,-1092.77,-88.28,nan,845,270,224,146
401.58,777.29,-7894.90,-1092.75,-88.28,nan,847,271,280,152
402.66,777.29,-7894.70,-1092.76,-88.27,nan,864,263,275,149
403.74,777.29,-7894.90,-1092.75,-88.28,nan,846,276,277,143
404.82,777.24,-7894.40,-1092.75,-88.27,nan,844,273,283,151
405.90,777.24,-7894.80,-1092.75,-88.27,nan,845,267,281,151
406.98,777.29,-7894.50,-1092.76,-88.27,nan,849,271,280,151
408.05,777.34,-7894.70,-1092.77,-88.27,nan,845,272,290,143
409.13,777.39,-7894.70,-1092.77,-88.27,nan,867,273,277,150
410.21,777.44,-7894.70,-1092.75,-88.27,nan,866,276,290,153
411.29,777.49,-7894.50,-1092.74,-88.27,nan,844,274,224,136
412.37,777.54,-7894.70,-1092.75,-88.27,nan,852,278,276,150
413.45,777.59,-7894.60,-1092.75,-88.27,nan,847,264,290,144
414.53,777.64,-7894.60,-1092.74,-88.27,nan,864,279,287,143
