# seconds,temp_c,pressure_mbar,temp_from_pressure_c,depth_m,altitude_m,analog_0,analog_1,analog_2,analog_3
98.22,22.03,1029.80,22.64,0.17,-136.81,860,284,295,157
99.30,22.03,1030.40,22.63,0.17,-141.73,853,273,288,159
100.39,22.03,1029.70,22.63,0.17,-135.99,852,286,296,152
101.47,22.02,1030.50,22.63,0.17,-142.55,854,269,290,160
102.55,22.02,1029.20,22.63,0.16,-131.88,854,267,292,162
103.63,22.01,1029.80,22.63,0.17,-136.81,875,276,296,161
104.71,22.01,1029.90,22.62,0.17,-137.63,856,287,286,160
105.79,22.01,1029.80,22.62,0.17,-136.81,862,281,292,162
106.87,22.00,1030.10,22.62,0.17,-139.27,857,271,285,155
107.95,22.00,1030.00,22.62,0.17,-138.45,864,269,283,154
109.03,22.00,1030.20,22.61,0.17,-140.09,863,263,288,164
110.11,22.00,1030.00,22.61,0.17,-138.45,853,271,287,157
111.19,21.99,1030.00,22.61,0.17,-138.45,855,280,297,157
112.27,21.99,1030.00,22.61,0.17,-138.45,855,279,282,111
113.35,21.98,1029.70,22.60,0.17,-135.99,877,276,294,112
114.43,21.98,1030.20,22.60,0.17,-140.09,861,274,295,156
115.51,21.98,1030.40,22.60,0.17,-141.73,851,278,295,156
116.59,21.97,1030.40,22.60,0.17,-141.73,852,281,289,153
117.67,21.97,1030.00,22.60,0.17,-138.45,878,282,296,161
118.75,21.97,1030.10,22.60,0.17,-139.27,876,286,297,156
119.83,21.96,1029.60,22.59,0.16,-135.16,852,286,296,152
120.91,21.96,1029.80,22.59,0.17,-136.81,859,276,298,113
121.99,21.96,1029.80,22.59,0.17,-136.81,857,275,288,164
123.07,21.96,1029.80,22.59,0.17,-136.81,855,271,288,160
124.15,21.96,1029.90,22.59,0.17,-137.63,853,271,285,152
125.23,21.96,1029.40,22.59,0.16,-133.52,878,272,293,159
126.31,21.96,1029.60,22.58,0.16,-135.16,858,267,290,161
127.39,21.96,1029.60,22.58,0.16,-135.16,855,271,293,158
128.49,21.95,1029.50,22.58,0.16,-134.34,879,277,294,163
129.57,21.95,1029.60,22.58,0.16,-135.16,852,283,291,157
130.65,21.95,1029.90,22.58,0.17,-137.63,852,280,282,159
131.73,21.94,1029.40,22.57,0.16,-133.52,854,282,295,151
132.81,21.95,1029.70,22.57,0.17,-135.99,875,278,295,159
133.89,21.96,1029.60,22.57,0.16,-135.16,855,273,292,112
134.97,21.96,1030.00,22.57,0.17,-138.45,855,271,287,154
136.05,21.96,1029.50,22.57,0.16,-134.34,854,281,284,160
137.13,21.97,1029.70,22.57,0.17,-135.99,852,283,293,158
138.21,21.96,1029.60,22.56,0.16,-135.16,855,273,285,156
139.29,21.96,1030.00,22.56,0.17,-138.45,857,279,288,150
140.37,21.96,1030.00,22.56,0.17,-138.45,853,278,229,146
141.45,21.95,1030.10,22.55,0.17,-139.27,858,284,295,154
142.53,21.94,1029.90,22.55,0.17,-137.63,864,283,290,149
143.61,21.94,1029.70,22.55,0.17,-135.99,863,273,286,110
144.69,21.93,1029.90,22.54,0.17,-137.63,852,272,299,161
145.77,21.92,1030.00,22.54,0.17,-138.45,854,285,286,161
146.85,21.91,1029.40,22.54,0.16,-133.52,855,273,293,152
147.93,21.91,1029.60,22.54,0.16,-135.16,854,282,232,142
149.02,21.90,1029.50,22.53,0.16,-134.34,855,271,286,110
150.10,21.90,1029.30,22.53,0.16,-132.70,876,286,301,156
151.18,21.89,1029.80,22.53,0.17,-136.81,856,287,296,160
152.26,21.89,1029.60,22.53,0.16,-135.16,853,298,343,396
